anio,mes_id,mes,provincia_id,provincia,valor,var_intermensual,var_interanual
2022,11,noviembre,30,Entre Ríos,2184.8,9.04%,78.43%
2022,12,diciembre,30,Entre Ríos,2319.9,6.18%,87.22%
2023,1,enero,30,Entre Ríos,2382.1,2.68%,88.93%
2023,2,febrero,30,Entre Ríos,2457.0,3.14%,82.98%
2023,3,marzo,30,Entre Ríos,2585.4,5.23%,89.40%
2023,4,abril,30,Entre Ríos,2749.0,6.33%,97.72%
2023,5,mayo,30,Entre Ríos,2919.0,6.18%,104.12%
2023,6,junio,30,Entre Ríos,3341.3,14.47%,108.85%
2023,7,julio,30,Entre Ríos,3576.7,7.04%,118.46%
2023,8,agosto,30,Entre Ríos,4056.4,13.41%,120.29%
2023,9,septiembre,30,Entre Ríos,4244.1,4.63%,122.89%
2023,10,octubre,30,Entre Ríos,4769.2,12.37%,138.02%
2023,11,noviembre,30,Entre Ríos,5010.1,5.05%,129.32%
2023,12,diciembre,30,Entre Ríos,7228.4,44.28%,211.58%
2024,1,enero,30,Entre Ríos,8576.4,18.65%,260.03%
2024,2,febrero,30,Entre Ríos,9535.0,11.18%,288.08%
2024,3,marzo,30,Entre Ríos,9844.8,3.25%,280.78%
2024,4,abril,30,Entre Ríos,10461.8,6.27%,280.56%
2024,5,mayo,30,Entre Ríos,11501.5,9.94%,294.02%
2024,6,junio,30,Entre Ríos,12258.0,6.58%,266.86%
2024,7,julio,30,Entre Ríos,12728.8,3.84%,255.89%
2024,8,agosto,30,Entre Ríos,13181.8,3.56%,224.96%
2024,9,septiembre,30,Entre Ríos,13584.6,3.06%,220.08%
2014,12,diciembre,6,Buenos Aires,100,-,-
2015,1,enero,6,Buenos Aires,125.2,-,-
2015,2,febrero,6,Buenos Aires,125.8,0.50%,-
2015,3,marzo,6,Buenos Aires,126.3,0.40%,-
2015,4,abril,6,Buenos Aires,126.7,0.40%,-
2015,5,mayo,6,Buenos Aires,127.1,0.30%,-
2015,6,junio,6,Buenos Aires,127.6,0.40%,-
2015,7,julio,6,Buenos Aires,128.1,0.40%,-
2015,8,agosto,6,Buenos Aires,128.7,0.40%,-
2015,9,septiembre,6,Buenos Aires,129.3,0.50%,-
2015,10,octubre,6,Buenos Aires,129.9,0.50%,-
2015,11,noviembre,6,Buenos Aires,130.6,0.60%,-
2015,12,diciembre,6,Buenos Aires,139.6,6.90%,-
2016,1,enero,6,Buenos Aires,148.4,6.30%,18.50%
2016,2,febrero,6,Buenos Aires,157.6,6.20%,25.30%
2016,3,marzo,6,Buenos Aires,157.9,0.20%,25.10%
2016,4,abril,6,Buenos Aires,158.8,0.60%,25.30%
2016,5,mayo,6,Buenos Aires,157.6,-0.70%,24.00%
2016,6,junio,6,Buenos Aires,178.9,13.50%,40.20%
2016,7,julio,6,Buenos Aires,182.6,2.10%,42.50%
2016,8,agosto,6,Buenos Aires,177.7,-2.70%,38.10%
2016,9,septiembre,6,Buenos Aires,189.6,6.70%,46.70%
2016,10,octubre,6,Buenos Aires,190,0.20%,46.30%
2016,11,noviembre,6,Buenos Aires,190.7,0.40%,46.00%
2016,12,diciembre,6,Buenos Aires,194.2,1.80%,39.10%
2017,1,enero,6,Buenos Aires,194.7,0.30%,31.30%
2017,2,febrero,6,Buenos Aires,197.6,1.50%,25.40%
2017,3,marzo,6,Buenos Aires,198.7,0.60%,25.80%
2017,4,abril,6,Buenos Aires,197.9,-0.40%,24.60%
2017,5,mayo,6,Buenos Aires,204,3.10%,29.40%
2017,6,junio,6,Buenos Aires,215.6,5.70%,20.50%
2017,7,julio,6,Buenos Aires,221,2.50%,21.00%
2017,8,agosto,6,Buenos Aires,222.3,0.60%,25.10%
2017,9,septiembre,6,Buenos Aires,221.5,-0.40%,16.80%
2017,10,octubre,6,Buenos Aires,222.7,0.60%,17.20%
2017,11,noviembre,6,Buenos Aires,222.9,0.10%,16.90%
2017,12,diciembre,6,Buenos Aires,242.2,8.60%,24.70%
2018,1,enero,6,Buenos Aires,249.8,3.20%,28.30%
2018,2,febrero,6,Buenos Aires,256.7,2.80%,29.90%
2018,3,marzo,6,Buenos Aires,258.7,0.80%,30.20%
2018,4,abril,6,Buenos Aires,265.3,2.50%,34.10%
2018,5,mayo,6,Buenos Aires,291.2,9.80%,42.70%
2018,6,junio,6,Buenos Aires,333.8,14.60%,54.80%
2018,7,julio,6,Buenos Aires,343.2,2.80%,55.30%
2018,8,agosto,6,Buenos Aires,367.7,7.20%,65.40%
2018,9,septiembre,6,Buenos Aires,423.4,15.10%,91.20%
2018,10,octubre,6,Buenos Aires,426.2,0.60%,91.30%
2018,11,noviembre,6,Buenos Aires,442.9,4.10%,98.70%
2018,12,diciembre,6,Buenos Aires,450.2,1.60%,85.90%
2019,1,enero,6,Buenos Aires,456.4,1.38%,82.68%
2019,2,febrero,6,Buenos Aires,463.8,1.62%,80.67%
2019,3,marzo,6,Buenos Aires,478.5,3.23%,84.94%
2019,4,abril,6,Buenos Aires,502.9,5.11%,89.56%
2019,5,mayo,6,Buenos Aires,518.4,3.07%,78.02%
2019,6,junio,6,Buenos Aires,547.3,5.60%,64.00%
2019,7,julio,6,Buenos Aires,541.2,-1.11%,57.70%
2019,8,agosto,6,Buenos Aires,606.9,12.14%,65.00%
2019,9,septiembre,6,Buenos Aires,646.5,6.62%,52.95%
2019,10,octubre,6,Buenos Aires,663.5,2.92%,55.98%
2019,11,noviembre,6,Buenos Aires,678.3,2.24%,53.15%
2019,12,diciembre,6,Buenos Aires,688.4,1.48%,52.91%
2020,1,enero,6,Buenos Aires,689.0,0.09%,50.96%
2020,2,febrero,6,Buenos Aires,748.9,8.69%,61.58%
2020,3,marzo,6,Buenos Aires,764.6,2.10%,59.81%
2020,4,abril,6,Buenos Aires,784.7,2.62%,56.03%
2020,5,mayo,6,Buenos Aires,801.4,2.13%,54.60%
2020,6,junio,6,Buenos Aires,827.0,3.20%,51.10%
2020,7,julio,6,Buenos Aires,836.7,1.17%,54.59%
2020,8,agosto,6,Buenos Aires,845.7,1.08%,39.46%
2020,9,septiembre,6,Buenos Aires,855.4,1.14%,32.68%
2020,10,octubre,6,Buenos Aires,901.9,5.44%,35.94%
2020,11,noviembre,6,Buenos Aires,940.4,4.27%,38.63%
2020,12,diciembre,6,Buenos Aires,967.7,2.90%,40.58%
2021,1,enero,6,Buenos Aires,984.9,1.78%,42.94%
2021,2,febrero,6,Buenos Aires,1075.5,9.20%,42.94%
2021,3,marzo,6,Buenos Aires,1127.8,4.86%,47.50%
2021,4,abril,6,Buenos Aires,1140.1,1.09%,45.29%
2021,5,mayo,6,Buenos Aires,1148.1,0.71%,43.27%
2021,6,junio,6,Buenos Aires,1223.0,6.52%,47.89%
2021,7,julio,6,Buenos Aires,1239.4,1.34%,48.14%
2021,8,agosto,6,Buenos Aires,1269.2,2.40%,50.07%
2021,9,septiembre,6,Buenos Aires,1308.7,3.11%,53.00%
2021,10,octubre,6,Buenos Aires,1330.7,1.68%,47.54%
2021,11,noviembre,6,Buenos Aires,1347.2,1.24%,43.26%
2021,12,diciembre,6,Buenos Aires,1368.8,1.60%,41.45%
2022,1,enero,6,Buenos Aires,1388.3,1.43%,40.96%
2022,2,febrero,6,Buenos Aires,1442.9,3.93%,34.15%
2022,3,marzo,6,Buenos Aires,1495.4,3.64%,32.60%
2022,4,abril,6,Buenos Aires,1561.5,4.42%,36.96%
2022,5,mayo,6,Buenos Aires,1587.3,1.65%,38.25%
2022,6,junio,6,Buenos Aires,1758.4,10.78%,43.78%
2022,7,julio,6,Buenos Aires,1798.4,2.27%,45.09%
2022,8,agosto,6,Buenos Aires,1984.6,10.36%,56.37%
2022,9,septiembre,6,Buenos Aires,2037.7,6.67%,55.71%
2022,10,octubre,6,Buenos Aires,2125.0,4.29%,59.69%
2022,11,noviembre,6,Buenos Aires,2275.5,7.08%,68.91%
2022,12,diciembre,6,Buenos Aires,2414.8,6.12%,76.42%
2023,1,enero,6,Buenos Aires,2515.1,4.15%,81.16%
2023,2,febrero,6,Buenos Aires,2609.6,3.76%,80.86%
2023,3,marzo,6,Buenos Aires,2758.0,5.69%,84.43%
2023,4,abril,6,Buenos Aires,2950.2,6.97%,88.93%
2023,5,mayo,6,Buenos Aires,3129.7,6.08%,97.17%
2023,6,junio,6,Buenos Aires,3540.9,13.14%,101.37%
2023,7,julio,6,Buenos Aires,3762.9,6.27%,109.24%
2023,8,agosto,6,Buenos Aires,4182.5,11.15%,110.75%
2023,9,septiembre,6,Buenos Aires,4466.9,6.80%,119.22%
2023,10,octubre,6,Buenos Aires,5087.8,13.90%,139.42%
2023,11,noviembre,6,Buenos Aires,5442.2,6.97%,139.16%
2023,12,diciembre,6,Buenos Aires,8020.2,47.37%,232.12%
2024,1,enero,6,Buenos Aires,9047.5,12.81%,259.72%
2024,2,febrero,6,Buenos Aires,10536.4,16.46%,303.76%
2024,3,marzo,6,Buenos Aires,11220.8,6.49%,306.84%
2024,4,abril,6,Buenos Aires,11992.4,6.88%,306.50%
2024,5,mayo,6,Buenos Aires,12742.1,6.25%,307.15%
2024,6,junio,6,Buenos Aires,13450.3,5.56%,279.85%
2024,7,julio,6,Buenos Aires,13740.3,2.16%,265.15%
2024,8,agosto,6,Buenos Aires,14192.2,3.29%,239.33%
2024,9,septiembre,6,Buenos Aires,14493.9,2.13%,224.47%
